,APR DRG Code,County,Weighted avg,Total Population,Median age,Number of Households,Median Income
511,43,Cattaraugus,8099.36,78175,41.7,31723,45571
512,43,Cayuga,12486.84,78319,42.5,31428,54664
513,43,Chautauqua,10341.43,130846,42.3,52983,44304
514,43,Chemung,16975.43,86883,41.2,34664,51251
515,43,Chenango,16499.46,48763,44.4,20373,48567
516,43,Clinton,24290.32,81224,39.4,31680,52759
517,43,Columbia,14115.75,61481,47.4,25470,61093
518,43,Cortland,8864.95,48334,36.2,17925,52451
519,43,Delaware,16571.7,45950,47,19098,47921
520,43,Dutchess,35060.98,295685,41.8,107384,75585
521,43,Erie,23670.44,923995,40.3,386371,54006
522,43,Franklin,11450.62,51054,40.5,18956,50733
523,43,Fulton,18547.16,53955,43.4,22535,48033
524,43,Genesee,16029.45,58537,43.2,23951,54033
525,43,Herkimer,9263.38,62943,43.7,25187,49077
526,43,Jefferson,25563.89,116567,31.9,43206,50322
527,43,Kings,36540.91,2635121,34.8,944650,52782
528,43,Lewis,8766.12,26845,41.8,10236,51475
529,43,Livingston,5350.91,64373,40.4,24432,53654
530,43,Madison,12939.64,71760,41.3,26307,58365
531,43,Monroe,20826.46,748680,38.6,300496,55272
532,43,Montgomery,17606.02,49500,41.1,19700,47449
533,43,Nassau,48503.41,1363069,41.5,444136,105744
534,43,New York,49568.58,1653877,37.1,758345,79781
535,43,Niagara,16032.21,212675,43,87978,51656
536,43,Oneida,13671.69,232324,41,90472,51316
537,43,Onondaga,32481.97,467669,38.8,185840,57271
538,43,Ontario,13972.94,109491,43.4,44269,61710
539,43,Orange,35534.32,378174,36.9,126460,75146
540,43,Orleans,7165.25,41584,42.8,16214,49223
541,43,Oswego,13163.23,119833,39.8,45881,51755
542,43,Otsego,18050.92,60750,42,23627,51254
543,43,Putnam,26168.98,99464,43.8,34316,99608
544,43,Queens,31116.17,2339280,38.3,777904,62008
545,43,Rensselaer,20755.8,159800,39.9,64456,63166
546,43,Richmond,31162.74,475948,39.9,166150,76244
547,43,Rockland,42530.28,325027,36.2,99935,88571
548,43,Saint Lawrence,11911.81,,,,
549,43,Saratoga,23639.59,226632,42.3,93129,77548
550,43,Schenectady,26480.36,155239,39.8,53825,61315
551,43,Steuben,13518.38,97539,42.4,40351,50157
552,43,Suffolk,45161.38,1497595,41,489328,92838
553,43,Sullivan,20230.73,75783,42.6,27679,53877
554,43,Tompkins,9915.21,104415,30.4,38986,56200
555,43,Ulster,28141.81,180129,43.6,69662,61652
556,43,Warren,24012.9,64701,46.2,27249,60222
557,43,Wayne,21873.4,91442,43.6,36578,53693
558,43,Westchester,43639.16,975321,40.6,345885,89968
559,43,Wyoming,9714.26,40886,41.8,15686,55459
560,43,Yates,5948.52,25083,41.7,9338,51758
561,44,Albany,50645.35,308580,37.8,125376,62293
562,44,Allegany,9957.68,47400,38.6,18124,45359
563,44,Bronx,61393.71,1455846,33.6,495356,36593
564,44,Broome,23592.51,196124,39.6,78821,49064
565,44,Cattaraugus,8994.6,78175,41.7,31723,45571
566,44,Cayuga,14603.68,78319,42.5,31428,54664
567,44,Chautauqua,8250.66,130846,42.3,52983,44304
568,44,Chemung,23096.42,86883,41.2,34664,51251
569,44,Chenango,14172.16,48763,44.4,20373,48567
570,44,Clinton,19197.98,81224,39.4,31680,52759
571,44,Columbia,11082.79,61481,47.4,25470,61093
572,44,Cortland,6851.1,48334,36.2,17925,52451
573,44,Delaware,10852.06,45950,47,19098,47921
574,44,Dutchess,50785.44,295685,41.8,107384,75585
575,44,Erie,29751.33,923995,40.3,386371,54006
576,44,Essex,6604.41,38233,46.7,15257,55294
577,44,Franklin,14311.52,51054,40.5,18956,50733
578,44,Fulton,19367.48,53955,43.4,22535,48033
579,44,Genesee,10589.4,58537,43.2,23951,54033
580,44,Herkimer,5955.56,62943,43.7,25187,49077
581,44,Jefferson,21099.02,116567,31.9,43206,50322
582,44,Kings,53095.68,2635121,34.8,944650,52782
583,44,Lewis,8993.64,26845,41.8,10236,51475
584,44,Livingston,11447.14,64373,40.4,24432,53654
585,44,Madison,11551.22,71760,41.3,26307,58365
586,44,Monroe,27858.35,748680,38.6,300496,55272
587,44,Montgomery,13199.92,49500,41.1,19700,47449
588,44,Nassau,73469.72,1363069,41.5,444136,105744
589,44,New York,70013.05,1653877,37.1,758345,79781
590,44,Niagara,9760.34,212675,43,87978,51656
591,44,Oneida,27346.58,232324,41,90472,51316
592,44,Onondaga,44104.71,467669,38.8,185840,57271
593,44,Ontario,11062.73,109491,43.4,44269,61710
594,44,Orange,44150.26,378174,36.9,126460,75146
595,44,Orleans,4179.38,41584,42.8,16214,49223
596,44,Oswego,7796.8,119833,39.8,45881,51755
597,44,Otsego,17197.12,60750,42,23627,51254
598,44,Putnam,31353.83,99464,43.8,34316,99608
599,44,Queens,40007.87,2339280,38.3,777904,62008
600,44,Rensselaer,19116.18,159800,39.9,64456,63166
601,44,Richmond,48371.97,475948,39.9,166150,76244
602,44,Rockland,57545.94,325027,36.2,99935,88571
603,44,Saint Lawrence,9777.4,,,,
604,44,Saratoga,20318.59,226632,42.3,93129,77548
605,44,Schenectady,27523.7,155239,39.8,53825,61315
606,44,Schuyler,5921.46,18112,45.7,7444,47810
607,44,Steuben,12735.02,97539,42.4,40351,50157
608,44,Suffolk,59371.44,1497595,41,489328,92838
609,44,Sullivan,18624.95,75783,42.6,27679,53877
610,44,Tompkins,12246.46,104415,30.4,38986,56200
611,44,Ulster,38507.21,180129,43.6,69662,61652
612,44,Warren,20288.61,64701,46.2,27249,60222
613,44,Wayne,14013.63,91442,43.6,36578,53693
614,44,Westchester,76530.56,975321,40.6,345885,89968
615,44,Wyoming,7065.19,40886,41.8,15686,55459
616,44,Yates,6741.15,25083,41.7,9338,51758
617,45,Albany,45946.92,308580,37.8,125376,62293
618,45,Allegany,10042.11,47400,38.6,18124,45359
619,45,Bronx,54524.3,1455846,33.6,495356,36593
620,45,Broome,19671.3,196124,39.6,78821,49064
621,45,Cattaraugus,11031.01,78175,41.7,31723,45571
622,45,Cayuga,19254.81,78319,42.5,31428,54664
623,45,Chautauqua,11056.42,130846,42.3,52983,44304
624,45,Chemung,21986.33,86883,41.2,34664,51251
625,45,Chenango,18375.95,48763,44.4,20373,48567
626,45,Clinton,28337.01,81224,39.4,31680,52759
627,45,Columbia,17717.17,61481,47.4,25470,61093
628,45,Cortland,15224.06,48334,36.2,17925,52451
629,45,Delaware,10291.68,45950,47,19098,47921
630,45,Dutchess,45331.94,295685,41.8,107384,75585
631,45,Erie,24186,923995,40.3,386371,54006
632,45,Essex,9319.79,38233,46.7,15257,55294
633,45,Franklin,15835.4,51054,40.5,18956,50733
634,45,Fulton,27349.46,53955,43.4,22535,48033
635,45,Genesee,13635.31,58537,43.2,23951,54033
636,45,Herkimer,11343,62943,43.7,25187,49077
637,45,Jefferson,29742.78,116567,31.9,43206,50322
638,45,Kings,48244.47,2635121,34.8,944650,52782
639,45,Lewis,14517.24,26845,41.8,10236,51475
640,45,Livingston,10169.41,64373,40.4,24432,53654
641,45,Madison,15911.01,71760,41.3,26307,58365
642,45,Monroe,23077.78,748680,38.6,300496,55272
643,45,Montgomery,20503.44,49500,41.1,19700,47449
644,45,Nassau,54424.78,1363069,41.5,444136,105744
645,45,New York,58852.16,1653877,37.1,758345,79781
646,45,Niagara,13169.85,212675,43,87978,51656
647,45,Oneida,24261.08,232324,41,90472,51316
648,45,Onondaga,31640.35,467669,38.8,185840,57271
649,45,Ontario,15124.85,109491,43.4,44269,61710
650,45,Orange,49908.23,378174,36.9,126460,75146
651,45,Orleans,8015.93,41584,42.8,16214,49223
652,45,Oswego,19507.23,119833,39.8,45881,51755
653,45,Otsego,19887.65,60750,42,23627,51254
654,45,Putnam,36954.64,99464,43.8,34316,99608
655,45,Queens,40425.3,2339280,38.3,777904,62008
656,45,Rensselaer,25174.8,159800,39.9,64456,63166
657,45,Richmond,47037.37,475948,39.9,166150,76244
658,45,Rockland,52571.76,325027,36.2,99935,88571
659,45,Saint Lawrence,14292.99,,,,
660,45,Saratoga,26707.09,226632,42.3,93129,77548
661,45,Schenectady,26023.91,155239,39.8,53825,61315
662,45,Schuyler,10335.85,18112,45.7,7444,47810
663,45,Steuben,21149.75,97539,42.4,40351,50157
664,45,Suffolk,54011.35,1497595,41,489328,92838
665,45,Sullivan,31061.33,75783,42.6,27679,53877
666,45,Tompkins,13519.54,104415,30.4,38986,56200
667,45,Ulster,30820.11,180129,43.6,69662,61652
668,45,Warren,19727.48,64701,46.2,27249,60222
669,45,Wayne,19861.37,91442,43.6,36578,53693
670,45,Westchester,45252.93,975321,40.6,345885,89968
671,45,Wyoming,9321.75,40886,41.8,15686,55459
672,45,Yates,10529.91,25083,41.7,9338,51758
673,46,Albany,33682.93,308580,37.8,125376,62293
674,46,Allegany,5254.12,47400,38.6,18124,45359
675,46,Bronx,31645.28,1455846,33.6,495356,36593
676,46,Broome,14567.69,196124,39.6,78821,49064
677,46,Cattaraugus,8939.86,78175,41.7,31723,45571
678,46,Cayuga,13853.69,78319,42.5,31428,54664
679,46,Chautauqua,10508.45,130846,42.3,52983,44304
680,46,Chemung,18579.5,86883,41.2,34664,51251
681,46,Chenango,23393.67,48763,44.4,20373,48567
682,46,Clinton,22267.45,81224,39.4,31680,52759
683,46,Columbia,13735.89,61481,47.4,25470,61093
684,46,Cortland,9637.04,48334,36.2,17925,52451
685,46,Delaware,5314.59,45950,47,19098,47921
686,46,Dutchess,35806.29,295685,41.8,107384,75585
687,46,Erie,17149,923995,40.3,386371,54006
688,46,Essex,11007.66,38233,46.7,15257,55294
689,46,Franklin,11372.32,51054,40.5,18956,50733
690,46,Fulton,25989.47,53955,43.4,22535,48033
691,46,Genesee,12854.11,58537,43.2,23951,54033
692,46,Herkimer,7173.78,62943,43.7,25187,49077
693,46,Jefferson,18933.59,116567,31.9,43206,50322
694,46,Kings,28952.41,2635121,34.8,944650,52782
695,46,Lewis,10178.34,26845,41.8,10236,51475
696,46,Livingston,7546.93,64373,40.4,24432,53654
697,46,Madison,7838,71760,41.3,26307,58365
698,46,Monroe,16986.27,748680,38.6,300496,55272
699,46,Montgomery,13050.53,49500,41.1,19700,47449
700,46,Nassau,41210.29,1363069,41.5,444136,105744
701,46,New York,33893.66,1653877,37.1,758345,79781
702,46,Niagara,10245,212675,43,87978,51656
703,46,Oneida,13986.37,232324,41,90472,51316
704,46,Onondaga,22507.88,467669,38.8,185840,57271
705,46,Ontario,11944.05,109491,43.4,44269,61710
706,46,Orange,32357.12,378174,36.9,126460,75146
707,46,Orleans,5275.53,41584,42.8,16214,49223
708,46,Oswego,13380.5,119833,39.8,45881,51755
709,46,Otsego,11175.77,60750,42,23627,51254
710,46,Putnam,28687.99,99464,43.8,34316,99608
711,46,Queens,28276.53,2339280,38.3,777904,62008
712,46,Rensselaer,20037.49,159800,39.9,64456,63166
713,46,Richmond,34204.14,475948,39.9,166150,76244
714,46,Rockland,34372.9,325027,36.2,99935,88571
715,46,Saint Lawrence,8589.8,,,,
716,46,Saratoga,18490.27,226632,42.3,93129,77548
717,46,Schenectady,15411.83,155239,39.8,53825,61315
718,46,Schuyler,7886.86,18112,45.7,7444,47810
719,46,Steuben,13336.87,97539,42.4,40351,50157
720,46,Suffolk,38414,1497595,41,489328,92838
721,46,Sullivan,22077.6,75783,42.6,27679,53877
722,46,Tompkins,8870.58,104415,30.4,38986,56200
723,46,Ulster,23397.11,180129,43.6,69662,61652
724,46,Warren,12833.99,64701,46.2,27249,60222
725,46,Wayne,13806.99,91442,43.6,36578,53693
726,46,Westchester,33841.95,975321,40.6,345885,89968
727,46,Wyoming,7415.98,40886,41.8,15686,55459
728,46,Yates,8971,25083,41.7,9338,51758
729,47,Albany,26383.67,308580,37.8,125376,62293
730,47,Allegany,7353.85,47400,38.6,18124,45359
731,47,Bronx,20793.08,1455846,33.6,495356,36593
732,47,Broome,12097.27,196124,39.6,78821,49064
733,47,Cattaraugus,6705.96,78175,41.7,31723,45571
734,47,Cayuga,12335.12,78319,42.5,31428,54664
735,47,Chautauqua,7598.47,130846,42.3,52983,44304
736,47,Chemung,13624.19,86883,41.2,34664,51251
737,47,Chenango,12681.86,48763,44.4,20373,48567
738,47,Clinton,17441.12,81224,39.4,31680,52759
739,47,Columbia,10285.1,61481,47.4,25470,61093
740,47,Cortland,9878.96,48334,36.2,17925,52451
741,47,Delaware,6973.61,45950,47,19098,47921
742,47,Dutchess,25717.89,295685,41.8,107384,75585
743,47,Erie,12340.97,923995,40.3,386371,54006
744,47,Essex,8093.25,38233,46.7,15257,55294
745,47,Franklin,9119.43,51054,40.5,18956,50733
746,47,Fulton,18569.49,53955,43.4,22535,48033
747,47,Genesee,9916.67,58537,43.2,23951,54033
748,47,Herkimer,10049.93,62943,43.7,25187,49077
749,47,Jefferson,18352.49,116567,31.9,43206,50322
750,47,Kings,22744.07,2635121,34.8,944650,52782
751,47,Lewis,10294.21,26845,41.8,10236,51475
752,47,Livingston,6312.47,64373,40.4,24432,53654
753,47,Madison,10937.36,71760,41.3,26307,58365
754,47,Monroe,13151.49,748680,38.6,300496,55272
755,47,Montgomery,14902.14,49500,41.1,19700,47449
756,47,Nassau,25967.22,1363069,41.5,444136,105744
757,47,New York,26647.79,1653877,37.1,758345,79781
758,47,Niagara,8538.29,212675,43,87978,51656
759,47,Oneida,13654.09,232324,41,90472,51316
760,47,Onondaga,15910.98,467669,38.8,185840,57271
761,47,Ontario,9381.75,109491,43.4,44269,61710
762,47,Orange,27899.47,378174,36.9,126460,75146
763,47,Orleans,4868.13,41584,42.8,16214,49223
764,47,Oswego,11859.58,119833,39.8,45881,51755
765,47,Otsego,9744.69,60750,42,23627,51254
766,47,Putnam,23729.85,99464,43.8,34316,99608
767,47,Queens,19875.79,2339280,38.3,777904,62008
768,47,Rensselaer,16841.39,159800,39.9,64456,63166
769,47,Richmond,24248.21,475948,39.9,166150,76244
770,47,Rockland,28664.76,325027,36.2,99935,88571
771,47,Saint Lawrence,8795.2,,,,
772,47,Saratoga,18787.51,226632,42.3,93129,77548
773,47,Schenectady,14399.23,155239,39.8,53825,61315
774,47,Schuyler,7347.52,18112,45.7,7444,47810
775,47,Steuben,12285.22,97539,42.4,40351,50157
776,47,Suffolk,31211.09,1497595,41,489328,92838
777,47,Sullivan,16661.84,75783,42.6,27679,53877
778,47,Tompkins,8274.08,104415,30.4,38986,56200
779,47,Ulster,19179.31,180129,43.6,69662,61652
780,47,Warren,10854.39,64701,46.2,27249,60222
781,47,Wayne,13076.25,91442,43.6,36578,53693
782,47,Westchester,20112.45,975321,40.6,345885,89968
783,47,Wyoming,8131.41,40886,41.8,15686,55459
784,47,Yates,5885.87,25083,41.7,9338,51758
785,48,Albany,26322.12,308580,37.8,125376,62293
786,48,Allegany,8495.65,47400,38.6,18124,45359
787,48,Bronx,30260.93,1455846,33.6,495356,36593
788,48,Broome,15748.76,196124,39.6,78821,49064
789,48,Cattaraugus,8986.98,78175,41.7,31723,45571
790,48,Cayuga,13176.26,78319,42.5,31428,54664
791,48,Chautauqua,9988.55,130846,42.3,52983,44304
792,48,Chemung,16065.74,86883,41.2,34664,51251
793,48,Chenango,14087.54,48763,44.4,20373,48567
794,48,Clinton,20487.83,81224,39.4,31680,52759
795,48,Columbia,12899.57,61481,47.4,25470,61093
796,48,Cortland,11126.55,48334,36.2,17925,52451
797,48,Delaware,11249.7,45950,47,19098,47921
798,48,Dutchess,27779.06,295685,41.8,107384,75585
799,48,Erie,16013.11,923995,40.3,386371,54006
800,48,Essex,8237.62,38233,46.7,15257,55294
801,48,Franklin,11374.83,51054,40.5,18956,50733
802,48,Fulton,15210.69,53955,43.4,22535,48033
803,48,Genesee,15690.52,58537,43.2,23951,54033
804,48,Herkimer,8498.32,62943,43.7,25187,49077
805,48,Jefferson,22476.72,116567,31.9,43206,50322
806,48,Kings,24699.18,2635121,34.8,944650,52782
807,48,Lewis,7580.76,26845,41.8,10236,51475
808,48,Livingston,8619.07,64373,40.4,24432,53654
809,48,Madison,12219.78,71760,41.3,26307,58365
810,48,Monroe,13587.11,748680,38.6,300496,55272
811,48,Montgomery,15477.82,49500,41.1,19700,47449
812,48,Nassau,33864,1363069,41.5,444136,105744
813,48,New York,38234.29,1653877,37.1,758345,79781
814,48,Niagara,9668.64,212675,43,87978,51656
815,48,Oneida,16087.63,232324,41,90472,51316
816,48,Onondaga,19940.3,467669,38.8,185840,57271
817,48,Ontario,11830.81,109491,43.4,44269,61710
818,48,Orange,31350.14,378174,36.9,126460,75146
819,48,Orleans,7262.75,41584,42.8,16214,49223
820,48,Oswego,12292.63,119833,39.8,45881,51755
821,48,Otsego,13935.28,60750,42,23627,51254
822,48,Putnam,23957.59,99464,43.8,34316,99608
823,48,Queens,24078.19,2339280,38.3,777904,62008
824,48,Rensselaer,18371.41,159800,39.9,64456,63166
825,48,Richmond,25291.61,475948,39.9,166150,76244
826,48,Rockland,34880.92,325027,36.2,99935,88571
827,48,Saint Lawrence,10145.49,,,,
828,48,Saratoga,22949.17,226632,42.3,93129,77548
829,48,Schenectady,21928.38,155239,39.8,53825,61315
830,48,Schuyler,7931.12,18112,45.7,7444,47810
831,48,Steuben,11504.22,97539,42.4,40351,50157
832,48,Suffolk,34842.1,1497595,41,489328,92838
833,48,Sullivan,18439.08,75783,42.6,27679,53877
834,48,Tompkins,9362.9,104415,30.4,38986,56200
835,48,Ulster,23756.64,180129,43.6,69662,61652
836,48,Warren,17116.13,64701,46.2,27249,60222
837,48,Wayne,12825.85,91442,43.6,36578,53693
838,48,Westchester,28652.35,975321,40.6,345885,89968
839,48,Wyoming,9854.99,40886,41.8,15686,55459
840,48,Yates,9443.52,25083,41.7,9338,51758
841,49,Albany,61013.09,308580,37.8,125376,62293
842,49,Allegany,16674.25,47400,38.6,18124,45359
843,49,Bronx,98567.58,1455846,33.6,495356,36593
844,49,Broome,43219.5,196124,39.6,78821,49064
845,49,Cattaraugus,11615.88,78175,41.7,31723,45571
846,49,Cayuga,25950.58,78319,42.5,31428,54664
847,49,Chautauqua,26928.31,130846,42.3,52983,44304
848,49,Chemung,38823.05,86883,41.2,34664,51251
849,49,Chenango,15875.3,48763,44.4,20373,48567
850,49,Clinton,42605.97,81224,39.4,31680,52759
851,49,Columbia,16973.15,61481,47.4,25470,61093
852,49,Cortland,12916.9,48334,36.2,17925,52451
853,49,Delaware,17992.64,45950,47,19098,47921
854,49,Dutchess,85611.26,295685,41.8,107384,75585
855,49,Erie,52743.96,923995,40.3,386371,54006
856,49,Franklin,12743.38,51054,40.5,18956,50733
857,49,Fulton,13160.7,53955,43.4,22535,48033
858,49,Genesee,38225.81,58537,43.2,23951,54033
859,49,Herkimer,7563.1,62943,43.7,25187,49077
860,49,Jefferson,79415.12,116567,31.9,43206,50322
861,49,Kings,80179.8,2635121,34.8,944650,52782
862,49,Lewis,23298.7,26845,41.8,10236,51475
863,49,Livingston,12329.12,64373,40.4,24432,53654
864,49,Madison,36054.79,71760,41.3,26307,58365
865,49,Monroe,43242.6,748680,38.6,300496,55272
866,49,Nassau,113831.99,1363069,41.5,444136,105744
867,49,New York,113987.77,1653877,37.1,758345,79781
868,49,Niagara,25305.64,212675,43,87978,51656
869,49,Oneida,52637.65,232324,41,90472,51316
870,49,Onondaga,72400.99,467669,38.8,185840,57271
871,49,Ontario,22846.81,109491,43.4,44269,61710
872,49,Orange,82070.25,378174,36.9,126460,75146
873,49,Oswego,28599.28,119833,39.8,45881,51755
874,49,Otsego,44571.69,60750,42,23627,51254
875,49,Putnam,60126.43,99464,43.8,34316,99608
876,49,Queens,72123.76,2339280,38.3,777904,62008
877,49,Rensselaer,43207.76,159800,39.9,64456,63166
878,49,Richmond,89472.8,475948,39.9,166150,76244
879,49,Rockland,86672.03,325027,36.2,99935,88571
880,49,Saint Lawrence,18205.62,,,,
881,49,Saratoga,64721.88,226632,42.3,93129,77548
882,49,Schenectady,76706.31,155239,39.8,53825,61315
883,49,Schuyler,7394.21,18112,45.7,7444,47810
884,49,Steuben,20638.3,97539,42.4,40351,50157
885,49,Suffolk,101347.66,1497595,41,489328,92838
886,49,Sullivan,64590.77,75783,42.6,27679,53877
887,49,Tompkins,27751.8,104415,30.4,38986,56200
888,49,Ulster,63721.84,180129,43.6,69662,61652
889,49,Warren,48397.33,64701,46.2,27249,60222
890,49,Wayne,25856.37,91442,43.6,36578,53693
891,49,Westchester,106057.19,975321,40.6,345885,89968
892,49,Wyoming,7647.49,40886,41.8,15686,55459
893,50,Albany,53170.71,308580,37.8,125376,62293
894,50,Allegany,10338.54,47400,38.6,18124,45359
895,50,Bronx,70508.52,1455846,33.6,495356,36593
896,50,Broome,29882.63,196124,39.6,78821,49064
897,50,Cattaraugus,29276.13,78175,41.7,31723,45571
898,50,Cayuga,31838.09,78319,42.5,31428,54664
899,50,Chautauqua,9916.96,130846,42.3,52983,44304
900,50,Chemung,28151.72,86883,41.2,34664,51251
901,50,Chenango,19618.6,48763,44.4,20373,48567
902,50,Clinton,31532.53,81224,39.4,31680,52759
903,50,Columbia,16420.9,61481,47.4,25470,61093
904,50,Cortland,10652.67,48334,36.2,17925,52451
905,50,Dutchess,51272.74,295685,41.8,107384,75585
906,50,Erie,40926.7,923995,40.3,386371,54006
907,50,Essex,7038.73,38233,46.7,15257,55294
908,50,Franklin,14879.27,51054,40.5,18956,50733
909,50,Fulton,32907.99,53955,43.4,22535,48033
910,50,Genesee,15614.79,58537,43.2,23951,54033
911,50,Herkimer,9626,62943,43.7,25187,49077
912,50,Jefferson,31958.59,116567,31.9,43206,50322
913,50,Kings,52597.96,2635121,34.8,944650,52782
914,50,Lewis,17815.76,26845,41.8,10236,51475
915,50,Livingston,6078,64373,40.4,24432,53654
916,50,Madison,17806.86,71760,41.3,26307,58365
917,50,Monroe,28286.29,748680,38.6,300496,55272
918,50,Montgomery,23365.4,49500,41.1,19700,47449
919,50,Nassau,77214.04,1363069,41.5,444136,105744
920,50,New York,92601.31,1653877,37.1,758345,79781
921,50,Niagara,13685.94,212675,43,87978,51656
922,50,Oneida,30199.37,232324,41,90472,51316
923,50,Onondaga,49090.95,467669,38.8,185840,57271
924,50,Ontario,25312.75,109491,43.4,44269,61710
925,50,Orange,46193.91,378174,36.9,126460,75146
926,50,Orleans,4380.76,41584,42.8,16214,49223
